"# of bonus payments","# of bonus payments"
"# of Leads","# of Leads"
"# of Leads (Cancelled)","# of Leads (Cancelled)"
"# of Leads (Confirmed)","# of Leads (Confirmed)"
"# of Leads (Open)","# of Leads (Open)"
"# of Sales","# of Sales"
"# of Sales (Cancelled)","# of Sales (Cancelled)"
"# of Sales (Confirmed)","# of Sales (Confirmed)"
"# of Sales (Open)","# of Sales (Open)"
"-- Please Select --","-- Please Select --"
"<div id=""creative-system-config"">creativestyle Extensions</div>","<div id=""creative-system-config"">creativestyle Extensions</div>"
"Action","Action"
"Activate/deactivate column titles in the feed","Activate/deactivate column titles in the feed"
"Activate the export of products only for active products","Activate the export of products only for active products"
"Activate the export of products only for products which can be ordered.","Activate the export of products only for products which can be ordered."
"Active","Active"
"Add New","Add New"
"Add new","Add new"
"Advertising medium","Advertising medium"
"affilinet","affilinet"
"Affilinet fee","Affilinet fee"
"affilinet Introduction","affilinet Introduction"
"affilinet Registration","affilinet Registration"
"All","All"
"All banners","All banners"
"All channels","All channels"
"All HTML links","All HTML links"
"All media","All media"
"All publishers","All publishers"
"All segments","All segments"
"All text links","All text links"
"Amount of paid bonuses","Amount of paid bonuses"
"Appoint the export start time.","Appoint the export start time."
"Article number","Article number"
"Attribute which defines the manufacturer of the product.","Attribute which defines the manufacturer of the product."
"August","August"
"Austria","Austria"
"Auto action","Auto action"
"Auto action in days","Auto action in days"
"Back","Back"
"Backslash","Backslash"
"Banner","Banner"
"Banners","Banners"
"Basket","Basket"
"BasketId","BasketId"
"Begin at","Begin at"
"Bonus count","Bonus count"
"Brand","Brand"
"By name","By name"
"By publisher ID","By publisher ID"
"By URL","By URL"
"Calendar week","Calendar week"
"Cancellation reason","Cancellation reason"
"Cancelled","Cancelled"
"Cart IDs","Cart IDs"
"Cart parameters","Cart parameters"
"Cart tracking","Cart tracking"
"Category","Category"
"Category (category_ids)","Category (category_ids)"
"Category parameters","Category parameters"
"Channel","Channel"
"Checkout parameters","Checkout parameters"
"Choose Store View:","Choose Store View:"
"Click-Through","Click-Through"
"Click date","Click date"
"Clicks","Clicks"
"Clicks (Gross)","Clicks (Gross)"
"Clicks (Net)","Clicks (Net)"
"Collection size","Collection size"
"Column title","Column title"
"Comma separated","Comma separated"
"Commission","Commission"
"Company logo","Company logo"
"Concatenation","Concatenation"
"Confirmation","Confirmation"
"Confirmed","Confirmed"
"Cron","Cron"
"Cronjob","Cronjob"
"CTR","CTR"
"Currency (currency)","Currency (currency)"
"CW","CW"
"DeepLink (deeplink)","DeepLink (deeplink)"
"Delete","Delete"
"Delete Field","Delete Field"
"Delete Filter","Delete Filter"
"Delete Image","Delete Image"
"Delimiter","Delimiter"
"Delimiter after last column","Delimiter after last column"
"Disabled","Disabled"
"Doubling","Doubling"
"Edit date","Edit date"
"Edited in this period","Edited in this period"
"Enable cart tracking","Enable cart tracking"
"Enable retargeting","Enable retargeting"
"Enclosure characters","Enclosure characters"
"Encoding","Encoding"
"Encoding standards. Preferable, the encoding should be UTF-8 but the default value needs to be aligned with the encoding used when generating the feed which is in most cases the encoding of the ecommerce shop system database.","Encoding standards. Preferable, the encoding should be UTF-8 but the default value needs to be aligned with the encoding used when generating the feed which is in most cases the encoding of the ecommerce shop system database."
"Enter publisher filter string","Enter publisher filter string"
"Escape","Escape"
"Escaping character for strings","Escaping character for strings"
"Evaluation method","Evaluation method"
"Feed link","Feed link"
"Feed submission","Feed submission"
"Feed was successfully sent to Affili.net","Feed was successfully sent to Affili.net"
"Field filter","Field filter"
"Field mapper","Field mapper"
"Fieldname","Fieldname"
"File is generating. You will be able to download file when it finish","File is generating. You will be able to download file when it finish"
"File name","File name"
"Filter","Filter"
"Filter active articles","Filter active articles"
"Filter active stock","Filter active stock"
"Filter criteria","Filter criteria"
"Filter criteria for orders","Filter criteria for orders"
"Filter criteria for statistics","Filter criteria for statistics"
"Flag","Flag"
"France","France"
"From","From"
"General","General"
"General delimiter of fields in the feed","General delimiter of fields in the feed"
"Generate File","Generate File"
"Generating feed was successfully stopped","Generating feed was successfully stopped"
"Generating progress","Generating progress"
"Germany","Germany"
"Gross","Gross"
"Gross Clicks","Gross Clicks"
"Gross item value (including tax).","Gross item value (including tax)."
"Hide","Hide"
"Hours","Hours"
"http://www.creativestyle.net/services/magento.html","http://www.creativestyle.net/services/magento.html"
"ID","ID"
"ImgUrl (imgurl)","ImgUrl (imgurl)"
"Individual prices of ordered products","Individual prices of ordered products"
"Individual prices of ordered products separated by pipes |. Gross item value (w/o shipping costs)","Individual prices of ordered products separated by pipes |. Gross item value (w/o shipping costs)"
"Introduction","Introduction"
"Is in stock (is_in_stock)","Is in stock (is_in_stock)"
"ISO-8859-1","ISO-8859-1"
"Item was successfully deleted","Item was successfully deleted"
"Item was successfully saved","Item was successfully saved"
"July","July"
"June","June"
"Label for main products or accessory","Label for main products or accessory"
"Label for main products or accessory. 0 = main product, 1 = accessory","Label for main products or accessory. 0 = main product, 1 = accessory"
"Label for reduced prices","Label for reduced prices"
"Label if a product is reduced or not. 0 = no regular price, 1 = reduced price.","Label if a product is reduced or not. 0 = no regular price, 1 = reduced price."
"Lead Commission (Confirmed)","Lead Commission (Confirmed)"
"Lead Commission (Open)","Lead Commission (Open)"
"Lead Conversion Rate (Confirmed)","Lead Conversion Rate (Confirmed)"
"Lead Conversion Rate (Open)","Lead Conversion Rate (Open)"
"Leads","Leads"
"Manufacturer attribute","Manufacturer attribute"
"Month","Month"
"n/a","n/a"
"Name","Name"
"Net","Net"
"Net bonus payments","Net bonus payments"
"Netherlands","Netherlands"
"Net price","Net price"
"New basket data have been submitted to affilinet. It may take up to few minutes until the changes become visible.","New basket data have been submitted to affilinet. It may take up to few minutes until the changes become visible."
"New Magento product datafeed","New Magento product datafeed"
"No","No"
"No records found for these criteria.","No records found for these criteria."
"Number of ordered products separated by pipes |.","Number of ordered products separated by pipes |."
